"","Quarter.Name","Gross.SR","Net.SR","Gross.CR","Net.CR","Gross.cumP.L","Net.cumP.L","Av.ntrades","Stat"
"1","2022_Q2",3.78696581035191,3.22168575261847,13.739148924747,11.5146752080972,37695.0609662952,32126.3181830975,1.93220338983051,39.9521873271676
"2","2023_Q1",-0.924567043825639,-1.93715150057322,-1.64792122562057,-2.63507110100596,-6691.36140623511,-13934.3619187511,2.48333333333333,-6.94172029309702
"3","2023_Q3",-2.30933573376103,-4.30178774286418,-3.232991193059,-3.87710301958499,-15872.4901909271,-28903.2336049604,4.1,-13.0423941884768
"4","2024_Q3",2.90835433041079,2.19221706487083,15.9451081365969,10.9168396525125,25111.4304459368,18954.2016892961,1.86885245901639,32.1176220779061
"5","2024_Q4",2.43169940476439,1.15115812990039,8.87239069305292,2.78256754714373,17241.9288048606,8063.58951949359,2.75409836065574,5.80821687613945
